"user_id","activity_date","product_group","dollar_purchase_value","purchase_number"
87806,2024-12-21,"Remove Ads",4.99,1
93773,2024-12-19,"Promotion",4.99,1
96443,2024-12-22,"Promotion",4.99,3
90537,2024-12-19,"Promotion",9.99,5
70116,2024-12-07,"Promotion",4.99,10
86063,2024-10-27,"Gold",9.99,12
87357,2024-12-07,"Remove Ads",4.99,6
75799,2024-12-22,"Promotion",4.99,35
81347,2024-11-15,"Remove Ads",4.99,12
74765,2024-11-15,"Remove Ads",4.99,5
82610,2024-10-31,"Remove Ads",4.99,3
77745,2024-10-10,"Promotion",4.99,1
79387,2024-12-01,"Promotion",4.99,50
90756,2024-12-23,"Gold",4.99,2
81759,2024-11-08,"Promotion",4.99,4
93984,2024-11-10,"Remove Ads",4.99,7
80900,2024-12-25,"Promotion",4.99,8
79597,2024-11-22,"Promotion",4.99,6
78082,2024-12-22,"Remove Ads",4.99,4
73012,2024-11-01,"Promotion",4.99,3
74686,2024-12-19,"Promotion",4.99,1
72425,2024-11-16,"Promotion",4.99,6
70311,2024-12-09,"Gold",4.99,21
69669,2024-12-21,"Gold",4.99,1
71776,2024-11-25,"Gold",4.99,19
91670,2024-11-12,"Promotion",4.99,3
75915,2024-12-05,"Promotion",4.99,8
86257,2024-11-20,"Remove Ads",4.99,6
76848,2024-10-03,"Promotion",4.99,3
72359,2024-11-29,"Promotion",4.99,3
82827,2024-11-05,"Promotion",4.99,1
91585,2024-11-21,"Remove Ads",4.99,14
75471,2024-10-13,"Gold",9.99,9
75471,2024-10-29,"Promotion",4.99,28
75471,2024-11-01,"Promotion",9.99,31
75471,2024-12-15,"Gold",9.99,56
80566,2024-12-07,"Gold",4.99,16
85322,2024-12-19,"Promotion",4.99,8
80329,2024-11-23,"Promotion",9.99,4
91593,2024-12-26,"Promotion",4.99,1
78877,2024-12-04,"Gold",4.99,13
87497,2024-12-12,"Gold",4.99,3
87691,2024-12-20,"Gold",4.99,18
78791,2024-12-29,"Gold",4.99,11
95634,2024-11-21,"Promotion",4.99,7
75626,2024-11-12,"Gold",19.99,1
75884,2024-11-27,"Gold",4.99,1
96167,2024-10-30,"Promotion",4.99,4
91329,2024-12-31,"Promotion",4.99,1
83703,2024-12-21,"Promotion",4.99,1
75747,2024-12-01,"Remove Ads",4.99,6
75747,2024-12-26,"Promotion",4.99,11
92123,2024-12-19,"Promotion",4.99,1
80251,2024-11-20,"Gold",4.99,12
75177,2024-10-04,"Gold",4.99,1
75177,2024-10-23,"Gold",19.99,29
83433,2024-12-03,"Remove Ads",NA,2
89132,2024-12-08,"Promotion",9.99,14
82776,2024-11-10,"Gold",9.99,6
96006,2024-11-10,"Promotion",9.99,13
75385,2024-12-17,"Promotion",4.99,9
81882,2024-11-25,"Promotion",4.99,6
93414,2024-11-12,"Gold",4.99,2
89293,2024-11-03,"Gold",4.99,7
95169,2024-10-15,"Promotion",4.99,6
72428,2024-12-31,"Gold",9.99,2
79387,2024-11-26,"Gold",9.99,43
79387,2024-11-29,"Gold",4.99,46
82672,2024-12-09,"Promotion",9.99,27
88882,2024-12-02,"Remove Ads",4.99,7
93272,2024-12-16,"Gold",4.99,1
91200,2024-11-28,"Remove Ads",4.99,6
94652,2024-11-19,"Promotion",4.99,4
85898,2024-10-31,"Gold",4.99,4
69876,2024-11-11,"Promotion",9.99,9
81567,2024-12-26,"Gold",4.99,14
88124,2024-12-05,"Promotion",9.99,16
88124,2024-12-11,"Promotion",4.99,18
96386,2024-12-09,"Remove Ads",NA,4
70311,2024-10-29,"Gold",4.99,13
86790,2024-11-01,"Gold",4.99,6
94712,2024-11-08,"Promotion",4.99,1
80751,2024-12-05,"Gold",19.99,1
92446,2024-12-03,"Promotion",4.99,1
86920,2024-12-27,"Gold",9.99,1
70218,2024-11-06,"Remove Ads",4.99,17
70218,2024-12-25,"Gold",4.99,55
94403,2024-11-16,"Gold",4.99,8
85768,2024-12-19,"Gold",4.99,25
76504,2024-12-20,"Promotion",4.99,3
81759,2024-11-22,"Promotion",4.99,6
93876,2024-12-06,"Remove Ads",4.99,24
75471,2024-10-12,"Gold",9.99,8
75471,2024-11-01,"Gold",9.99,29
81110,2024-10-15,"Gold",4.99,23
85015,2024-10-31,"Remove Ads",4.99,10
73879,2024-10-12,"Gold",4.99,7
73879,2024-10-25,"Promotion",4.99,19
85322,2024-12-18,"Promotion",9.99,6
92009,2024-11-23,"Promotion",9.99,7
80329,2024-12-27,"Promotion",9.99,33
72024,2024-10-11,"Promotion",4.99,3
94832,2024-11-30,"Promotion",4.99,2
79583,2024-11-06,"Gold",4.99,46
79583,2024-11-07,"Gold",4.99,49
87775,2024-10-29,"Promotion",4.99,5
92496,2024-12-20,"Gold",4.99,2
88077,2024-11-03,"Gold",4.99,2
82107,2024-11-21,"Gold",4.99,10
73483,2024-12-01,"Gold",19.99,5
84666,2024-12-21,"Promotion",4.99,3
84666,2024-12-29,"Promotion",4.99,4
87691,2024-12-19,"Gold",4.99,15
69399,2024-10-21,"Promotion",4.99,1
95868,2024-12-29,"Remove Ads",4.99,31
70241,2024-12-22,"Promotion",4.99,4
81821,2024-11-27,"Gold",9.99,2
95502,2024-12-31,"Remove Ads",4.99,8
89157,2024-10-21,"Promotion",9.99,7
69847,2024-11-07,"Gold",4.99,3
92014,2024-11-28,"Promotion",4.99,2
75355,2024-12-20,"Promotion",4.99,2
86882,2024-10-13,"Remove Ads",4.99,2
71881,2024-12-17,"Promotion",4.99,25
78230,2024-10-25,"Gold",9.99,1
70317,2024-12-24,"Remove Ads",4.99,8
78582,2024-11-03,"Gold",4.99,3
81569,2024-10-14,"Gold",4.99,2
80586,2024-12-13,"Gold",4.99,5
96006,2024-10-10,"Promotion",9.99,2
75385,2024-12-27,"Promotion",9.99,17
82037,2024-11-05,"Gold",4.99,6
73163,2024-10-29,"Gold",4.99,9
75086,2024-11-01,"Remove Ads",4.99,3
85534,2024-12-18,"Promotion",4.99,2
70702,2024-12-23,"Promotion",4.99,1
85898,2024-11-09,"Gold",4.99,21
81718,2024-11-03,"Gold",4.99,62
70116,2024-12-29,"Remove Ads",4.99,21
70796,2024-12-31,"Gold",4.99,1
86063,2024-10-27,"Gold",9.99,10
86063,2024-11-09,"Remove Ads",4.99,30
96420,2024-12-28,"Promotion",4.99,7
72660,2024-12-23,"Gold",4.99,4
88124,2024-10-14,"Promotion",9.99,5
80751,2024-12-06,"Gold",4.99,2
78082,2024-12-15,"Gold",29.99,3
70218,2024-11-08,"Promotion",4.99,18
70218,2024-11-16,"Remove Ads",4.99,19
75915,2024-10-25,"Promotion",4.99,1
75237,2024-10-01,"Promotion",4.99,1
79597,2024-12-08,"Promotion",4.99,11
70404,2024-11-06,"Gold",4.99,22
83632,2024-11-27,"Promotion",9.99,2
92337,2024-12-11,"Promotion",4.99,1
69513,2024-12-31,"Promotion",4.99,2
93465,2024-12-05,"Gold",19.99,25
75025,2024-10-18,"Promotion",4.99,1
76753,2024-12-10,"Promotion",4.99,5
71776,2024-11-04,"Promotion",4.99,2
85768,2024-11-30,"Gold",4.99,11
90399,2024-12-26,"Gold",29.99,5
90399,2024-12-27,"Gold",4.99,14
74511,2024-11-07,"Gold",4.99,1
74511,2024-12-03,"Gold",4.99,13
91445,2024-12-08,"Gold",9.99,7
94436,2024-11-22,"Gold",4.99,1
82426,2024-11-08,"Remove Ads",4.99,1
80980,2024-12-02,"Gold",4.99,2
80876,2024-12-11,"Remove Ads",4.99,24
93638,2024-12-06,"Remove Ads",4.99,27
83877,2024-10-18,"Promotion",4.99,11
83877,2024-10-25,"Gold",4.99,50
83877,2024-10-26,"Gold",4.99,56
78877,2024-11-17,"Promotion",4.99,1
71277,2024-11-28,"Gold",4.99,3
85436,2024-12-18,"Promotion",4.99,1
79583,2024-10-24,"Gold",4.99,11
79583,2024-11-27,"Gold",4.99,116
79583,2024-12-02,"Gold",4.99,133
79583,2024-12-03,"Gold",4.99,135
75177,2024-11-20,"Gold",29.99,43
75177,2024-11-28,"Remove Ads",4.99,52
92496,2024-12-25,"Promotion",4.99,7
74340,2024-11-04,"Gold",4.99,4
73952,2024-11-16,"Promotion",4.99,2
73952,2024-11-18,"Promotion",4.99,7
81821,2024-12-23,"Promotion",9.99,14
83628,2024-12-10,"Promotion",4.99,66
94296,2024-12-11,"Promotion",4.99,1
81239,2024-12-25,"Gold",4.99,1
79770,2024-12-15,"Gold",4.99,2
79770,2024-12-17,"Promotion",4.99,9
70719,2024-12-22,"Gold",29.99,2
81511,2024-12-20,"Gold",4.99,6
89178,2024-12-17,"Gold",4.99,6
89178,2024-12-29,"Gold",4.99,8
70389,2024-12-04,"Gold",4.99,1
82835,2024-12-16,"Promotion",4.99,1
82344,2024-12-14,"Gold",4.99,8
92612,2024-12-29,"Promotion",4.99,2
89255,2024-12-15,"Gold",4.99,1
88533,2024-12-30,"Gold",4.99,2
79387,2024-11-20,"Gold",9.99,35
79387,2024-12-05,"Gold",4.99,53
90756,2024-12-23,"Gold",19.99,11
91034,2024-12-25,"Promotion",4.99,2
72439,2024-10-10,"Promotion",6.99,6
74765,2024-11-22,"Remove Ads",4.99,6
87265,2024-11-29,"Promotion",4.99,2
89890,2024-11-10,"Gold",4.99,1
78227,2024-11-13,"Promotion",9.99,1
71404,2024-12-03,"Gold",4.99,18
82428,2024-12-12,"Gold",4.99,6
84241,2024-11-29,"Gold",9.99,4
86063,2024-11-13,"Gold",4.99,38
77787,2024-10-14,"Gold",4.99,4
77787,2024-10-16,"Promotion",4.99,6
95254,2024-12-06,"Remove Ads",4.99,22
93465,2024-12-01,"Gold",4.99,15
88791,2024-10-30,"Promotion",4.99,2
81402,2024-11-12,"Remove Ads",4.99,5
91445,2024-12-24,"Promotion",4.99,11
84443,2024-12-17,"Promotion",9.99,2
84443,2024-12-18,"Gold",9.99,7
75799,2024-12-26,"Promotion",4.99,41
88364,2024-12-08,"Promotion",9.99,2
92986,2024-11-10,"Promotion",4.99,2
70840,2024-11-10,"Gold",4.99,1
92410,2024-12-11,"Remove Ads",4.99,3
69904,2024-12-29,"Promotion",4.99,1
76076,2024-11-07,"Gold",4.99,15
79629,2024-12-06,"Gold",4.99,1
72736,2024-11-04,"Promotion",4.99,10
87149,2024-10-23,"Gold",9.99,8
80868,2024-12-28,"Promotion",4.99,1
81891,2024-10-15,"Promotion",4.99,8
95783,2024-11-27,"Gold",9.99,4
77802,2024-11-20,"Gold",4.99,31
75471,2024-11-29,"Gold",9.99,44
80566,2024-12-09,"Gold",4.99,17
81110,2024-10-13,"Gold",29.99,5
94104,2024-10-08,"Promotion",4.99,1
94104,2024-10-09,"Promotion",4.99,7
82619,2024-12-24,"Promotion",4.99,2
74572,2024-12-26,"Remove Ads",4.99,5
87393,2024-12-27,"Gold",4.99,5
73879,2024-12-01,"Promotion",9.99,28
83877,2024-10-24,"Gold",4.99,38
89149,2024-10-31,"Remove Ads",NA,2
94026,2024-10-30,"Promotion",4.99,1
79583,2024-12-02,"Promotion",4.99,128
75177,2024-11-20,"Gold",4.99,46
87269,2024-12-11,"Remove Ads",4.99,1
83628,2024-10-09,"Gold",4.99,8
83628,2024-10-10,"Gold",29.99,10
79360,2024-12-07,"Remove Ads",4.99,1
84071,2024-11-06,"Promotion",9.99,5
87691,2024-12-22,"Promotion",4.99,30
73050,2024-12-29,"Remove Ads",4.99,20
79104,2024-12-30,"Remove Ads",4.99,7
74340,2024-11-04,"Promotion",4.99,6
95634,2024-11-21,"Gold",4.99,5
95634,2024-11-26,"Gold",4.99,17
90348,2024-12-13,"Promotion",4.99,1
71881,2024-12-11,"Remove Ads",4.99,24
80251,2024-11-20,"Gold",9.99,15
85776,2024-12-24,"Promotion",9.99,12
89086,2024-11-12,"Promotion",4.99,3
71313,2024-12-20,"Promotion",4.99,1
82510,2024-12-12,"Promotion",4.99,2
94665,2024-12-03,"Gold",4.99,11
79387,2024-12-05,"Gold",4.99,54
79387,2024-12-12,"Gold",9.99,55
90119,2024-11-08,"Gold",4.99,11
90756,2024-12-23,"Promotion",4.99,13
81718,2024-10-09,"Promotion",4.99,13
92346,2024-11-05,"Gold",4.99,3
74299,2024-12-06,"Gold",4.99,1
84314,2024-12-20,"Gold",4.99,5
84314,2024-12-25,"Gold",4.99,9
87389,2024-12-29,"Gold",4.99,5
90015,2024-11-07,"Remove Ads",4.99,4
85898,2024-11-09,"Gold",4.99,20
85898,2024-11-28,"Promotion",4.99,42
73577,2024-10-10,"Remove Ads",4.99,1
70037,2024-12-18,"Remove Ads",NA,1
88162,2024-12-23,"Remove Ads",4.99,6
88124,2024-10-09,"Remove Ads",4.99,2
96386,2024-11-02,"Remove Ads",4.99,1
84615,2024-11-26,"Gold",4.99,1
89875,2024-12-17,"Gold",4.99,1
96435,2024-12-23,"Gold",4.99,19
82970,2024-10-04,"Promotion",4.99,7
70218,2024-10-27,"Promotion",4.99,11
70218,2024-11-18,"Promotion",4.99,22
79920,2024-12-29,"Gold",4.99,4
76858,2024-11-06,"Promotion",4.99,1
75397,2024-11-30,"Promotion",9.99,5
75288,2024-12-19,"Promotion",4.99,1
72237,2024-12-27,"Gold",29.99,5
85768,2024-11-15,"Gold",4.99,2
92744,2024-12-25,"Promotion",4.99,8
94809,2024-12-03,"Remove Ads",4.99,7
87586,2024-10-29,"Gold",9.99,7
85312,2024-12-08,"Gold",4.99,4
86296,2024-10-24,"Promotion",4.99,1
79217,2024-12-06,"Promotion",4.99,6
75620,2024-12-20,"Remove Ads",4.99,9
97084,2024-12-15,"Promotion",4.99,1
81110,2024-10-14,"Gold",9.99,16
83877,2024-10-27,"Promotion",4.99,57
78765,2024-11-13,"Promotion",4.99,3
78765,2024-11-22,"Promotion",9.99,4
83625,2024-10-20,"Promotion",4.99,1
91142,2024-10-02,"Promotion",4.99,1
95623,2024-12-30,"Promotion",4.99,11
72024,2024-12-12,"Promotion",9.99,26
79583,2024-10-30,"Gold",4.99,21
79583,2024-12-24,"Remove Ads",4.99,172
70066,2024-12-20,"Promotion",4.99,1
92496,2024-12-24,"Promotion",4.99,5
83964,2024-12-22,"Remove Ads",4.99,10
89918,2024-12-12,"Promotion",9.99,7
83628,2024-11-19,"Gold",4.99,48
90752,2024-12-30,"Remove Ads",4.99,14
74200,2024-11-26,"Promotion",4.99,1
83395,2024-12-29,"Gold",4.99,24
77534,2024-11-03,"Promotion",4.99,2
73702,2024-12-11,"Remove Ads",4.99,8
96009,2024-12-30,"Promotion",4.99,10
79001,2024-11-08,"Remove Ads",4.99,6
83540,2024-12-30,"Promotion",4.99,6
89479,2024-11-07,"Gold",4.99,4
89596,2024-12-31,"Promotion",4.99,3
69870,2024-11-25,"Promotion",4.99,3
96006,2024-12-27,"Gold",4.99,27
95273,2024-12-12,"Promotion",4.99,2
72729,2024-12-19,"Remove Ads",4.99,2
81718,2024-10-21,"Gold",4.99,43
81718,2024-12-10,"Promotion",4.99,76
80307,2024-12-27,"Gold",9.99,8
80767,2024-12-22,"Gold",9.99,5
89881,2024-12-10,"Promotion",4.99,3
89881,2024-12-12,"Promotion",4.99,4
94429,2024-11-08,"Gold",4.99,14
92450,2024-12-21,"Promotion",4.99,2
82672,2024-11-12,"Promotion",4.99,2
75799,2024-12-05,"Promotion",9.99,21
89560,2024-11-24,"Promotion",4.99,3
79387,2024-10-18,"Gold",9.99,7
90015,2024-12-30,"Gold",4.99,14
90850,2024-10-19,"Gold",4.99,3
93876,2024-11-08,"Gold",4.99,10
93876,2024-11-11,"Promotion",9.99,12
88124,2024-11-25,"Remove Ads",4.99,11
82639,2024-11-16,"Promotion",4.99,9
95746,2024-12-23,"Promotion",4.99,1
89793,2024-11-21,"Promotion",4.99,1
71776,2024-11-09,"Promotion",4.99,4
71776,2024-11-27,"Remove Ads",4.99,22
77692,2024-12-01,"Remove Ads",4.99,5
79811,2024-11-03,"Promotion",4.99,6
84791,2024-12-09,"Remove Ads",4.99,3
69697,2024-12-18,"Promotion",4.99,1
77829,2024-10-13,"Gold",9.99,4
90399,2024-12-29,"Gold",9.99,20
81538,2024-10-10,"Promotion",4.99,1
81538,2024-11-12,"Promotion",4.99,8
87586,2024-11-05,"Remove Ads",4.99,9
76076,2024-11-01,"Remove Ads",4.99,11
70538,2024-10-27,"Promotion",4.99,2
93638,2024-10-27,"Promotion",4.99,8
70528,2024-11-30,"Promotion",4.99,4
74715,2024-11-06,"Promotion",4.99,2
94202,2024-11-14,"Promotion",4.99,1
77516,2024-12-29,"Promotion",9.99,6
94162,2024-12-03,"Promotion",4.99,5
82604,2024-12-05,"Remove Ads",4.99,12
80980,2024-12-05,"Remove Ads",4.99,5
71090,2024-11-25,"Gold",4.99,3
74607,2024-11-06,"Gold",4.99,1
80436,2024-10-28,"Promotion",4.99,2
80566,2024-12-11,"Gold",4.99,19
81110,2024-10-23,"Promotion",6.99,42
88270,2024-12-30,"Gold",9.99,2
94104,2024-10-19,"Remove Ads",4.99,17
73879,2024-10-24,"Remove Ads",4.99,18
83877,2024-10-23,"Gold",4.99,33
85322,2024-12-29,"Gold",9.99,27
93368,2024-10-12,"Promotion",9.99,2
79583,2024-11-10,"Gold",4.99,58
79583,2024-11-12,"Gold",4.99,68
79583,2024-12-02,"Gold",4.99,134
79583,2024-12-10,"Gold",4.99,156
88462,2024-12-24,"Gold",4.99,2
88864,2024-12-11,"Promotion",9.99,17
72512,2024-11-21,"Remove Ads",4.99,5
70080,2024-12-31,"Remove Ads",4.99,3
76164,2024-11-16,"Gold",4.99,1
89702,2024-10-12,"Remove Ads",4.99,1
89918,2024-12-29,"Promotion",9.99,12
83628,2024-10-30,"Gold",4.99,32
73483,2024-11-29,"Gold",9.99,3
97259,2024-11-25,"Promotion",9.99,6
71732,2024-10-16,"Remove Ads",4.99,3
92269,2024-10-18,"Gold",9.99,4
73952,2024-12-20,"Promotion",9.99,24
78791,2024-12-10,"Promotion",4.99,8
95634,2024-12-25,"Gold",4.99,32
76431,2024-12-14,"Remove Ads",4.99,1
73702,2024-12-05,"Promotion",9.99,6
76081,2024-12-31,"Gold",4.99,4
92014,2024-11-24,"Gold",4.99,1
93435,2024-11-16,"Remove Ads",4.99,7
93435,2024-12-10,"Promotion",4.99,14
93827,2024-10-22,"Gold",4.99,3
90915,2024-10-11,"Promotion",4.99,2
81569,2024-11-06,"Promotion",9.99,12
79505,2024-11-24,"Gold",4.99,14
83776,2024-10-11,"Promotion",6.99,3
75177,2024-10-23,"Gold",9.99,31
83953,2024-12-19,"Gold",4.99,9
89132,2024-12-08,"Gold",29.99,13
89293,2024-10-30,"Promotion",4.99,4
89293,2024-11-03,"Gold",4.99,8
75875,2024-12-27,"Promotion",4.99,7
81882,2024-12-18,"Gold",4.99,18
81882,2024-12-19,"Remove Ads",4.99,20
82344,2024-12-29,"Remove Ads",4.99,12
85534,2024-12-22,"Promotion",4.99,3
94429,2024-11-08,"Gold",4.99,15
75613,2024-11-04,"Gold",4.99,2
80202,2024-10-11,"Promotion",4.99,1
70116,2024-12-09,"Remove Ads",4.99,11
86063,2024-10-29,"Promotion",9.99,28
72439,2024-11-07,"Promotion",6.99,15
84623,2024-12-30,"Promotion",4.99,2
85898,2024-10-31,"Promotion",4.99,1
89976,2024-12-22,"Remove Ads",4.99,7
74773,2024-11-17,"Promotion",9.99,4
75799,2024-11-30,"Promotion",9.99,15
73127,2024-10-27,"Promotion",4.99,3
79387,2024-11-22,"Gold",9.99,38
91200,2024-12-03,"Promotion",4.99,8
72046,2024-11-21,"Gold",4.99,10
80168,2024-12-07,"Gold",4.99,1
84314,2024-12-10,"Promotion",4.99,1
84314,2024-12-21,"Gold",4.99,6
85490,2024-11-21,"Promotion",4.99,6
82967,2024-10-17,"Gold",9.99,4
84443,2024-12-17,"Gold",4.99,4
70567,2024-10-19,"Remove Ads",4.99,7
82970,2024-10-01,"Gold",4.99,1
82970,2024-10-09,"Promotion",9.99,10
71222,2024-12-11,"Promotion",9.99,11
90399,2024-12-28,"Promotion",9.99,16
81402,2024-11-09,"Gold",19.99,2
81402,2024-11-09,"Gold",4.99,4
75345,2024-12-29,"Gold",4.99,17
72830,2024-11-27,"Remove Ads",NA,12
76076,2024-12-04,"Gold",9.99,31
79504,2024-12-25,"Gold",4.99,1
76848,2024-10-03,"Promotion",4.99,2
87049,2024-10-26,"Promotion",9.99,2
83302,2024-12-21,"Gold",4.99,2
74868,2024-11-22,"Gold",4.99,3
81538,2024-11-01,"Promotion",4.99,4
91956,2024-12-03,"Promotion",4.99,7
96918,2024-11-11,"Gold",4.99,2
72205,2024-12-23,"Remove Ads",4.99,8
88691,2024-12-11,"Gold",4.99,1
77802,2024-11-29,"Gold",9.99,38
77802,2024-12-24,"Promotion",4.99,52
81130,2024-12-17,"Gold",4.99,8
83644,2024-11-17,"Remove Ads",4.99,1
69508,2024-11-11,"Gold",4.99,7
76398,2024-11-18,"Gold",4.99,1
74607,2024-11-07,"Gold",9.99,4
75471,2024-10-12,"Gold",9.99,6
78920,2024-10-19,"Promotion",4.99,1
81110,2024-10-14,"Gold",29.99,12
81110,2024-10-22,"Gold",4.99,36
81446,2024-10-23,"Promotion",4.99,1
90019,2024-10-26,"Gold",4.99,2
94347,2024-12-02,"Gold",4.99,1
70162,2024-11-19,"Promotion",9.99,12
72070,2024-12-25,"Gold",4.99,2
95554,2024-12-31,"Gold",4.99,2
84778,2024-12-29,"Gold",4.99,6
79583,2024-11-24,"Gold",4.99,103
79583,2024-12-05,"Gold",4.99,145
77044,2024-10-27,"Gold",4.99,5
78540,2024-11-17,"Promotion",9.99,1
88864,2024-12-01,"Promotion",9.99,8
69404,2024-12-17,"Remove Ads",4.99,1
93142,2024-12-29,"Promotion",4.99,1
89368,2024-12-18,"Promotion",4.99,2
87691,2024-12-21,"Gold",9.99,29
95868,2024-12-27,"Gold",4.99,27
73952,2024-12-11,"Promotion",4.99,20
89157,2024-10-14,"Promotion",4.99,3
79770,2024-12-20,"Gold",9.99,17
93435,2024-12-12,"Remove Ads",4.99,16
83776,2024-10-09,"Promotion",4.99,2
81569,2024-10-19,"Promotion",4.99,5
85244,2024-11-07,"Remove Ads",4.99,10
71881,2024-12-18,"Remove Ads",4.99,26
78230,2024-10-31,"Remove Ads",4.99,7
90531,2024-12-30,"Gold",4.99,12
71373,2024-11-06,"Promotion",9.99,3
71373,2024-11-15,"Remove Ads",4.99,6
80761,2024-12-03,"Remove Ads",4.99,9
80761,2024-12-10,"Remove Ads",4.99,11
97021,2024-12-11,"Promotion",9.99,4
89293,2024-10-29,"Promotion",9.99,1
79387,2024-12-17,"Gold",9.99,57
90756,2024-12-23,"Promotion",4.99,5
69997,2024-10-23,"Promotion",4.99,3
81718,2024-10-17,"Gold",4.99,27
81718,2024-10-20,"Gold",4.99,38
81718,2024-11-26,"Promotion",4.99,69
72350,2024-12-20,"Remove Ads",4.99,4
74022,2024-11-27,"Remove Ads",4.99,7
71239,2024-10-25,"Remove Ads",4.99,1
86856,2024-12-17,"Promotion",4.99,1
89881,2024-11-28,"Promotion",4.99,1
87891,2024-11-09,"Promotion",4.99,2
85311,2024-12-25,"Promotion",4.99,1
95254,2024-11-22,"Remove Ads",4.99,20
88162,2024-12-16,"Remove Ads",4.99,4
75799,2024-12-01,"Promotion",9.99,16
84428,2024-10-29,"Promotion",4.99,1
93802,2024-11-19,"Remove Ads",NA,6
91073,2024-12-05,"Promotion",4.99,15
80751,2024-12-06,"Gold",4.99,3
70311,2024-10-11,"Gold",19.99,2
79937,2024-12-20,"Promotion",9.99,14
93984,2024-12-25,"Remove Ads",4.99,12
94403,2024-10-27,"Gold",4.99,2
96869,2024-10-03,"Promotion",9.99,2
96869,2024-10-06,"Promotion",9.99,5
75397,2024-11-15,"Gold",4.99,1
70218,2024-10-13,"Promotion",4.99,4
70218,2024-12-13,"Gold",4.99,42
75345,2024-12-25,"Promotion",9.99,11
75345,2024-12-27,"Gold",9.99,15
86492,2024-10-19,"Promotion",4.99,3
74686,2024-12-24,"Gold",9.99,7
92643,2024-12-06,"Remove Ads",4.99,13
77043,2024-12-27,"Promotion",4.99,1
74572,2024-12-19,"Promotion",9.99,2
81110,2024-10-20,"Promotion",9.99,32
85621,2024-12-18,"Promotion",4.99,5
85322,2024-12-18,"Gold",4.99,4
83405,2024-12-16,"Remove Ads",4.99,12
83028,2024-11-21,"Remove Ads",4.99,2
79583,2024-11-12,"Gold",4.99,70
72512,2024-12-12,"Remove Ads",4.99,8
83964,2024-11-28,"Remove Ads",4.99,7
89918,2024-11-26,"Promotion",4.99,1
83628,2024-11-12,"Gold",4.99,41
87719,2024-11-13,"Gold",9.99,2
70808,2024-11-20,"Promotion",4.99,1
87691,2024-12-19,"Promotion",9.99,13
90346,2024-10-28,"Remove Ads",4.99,4
84635,2024-12-28,"Gold",4.99,3
85346,2024-12-03,"Gold",4.99,1
79769,2024-12-08,"Promotion",4.99,1
95771,2024-12-17,"Promotion",9.99,13
69847,2024-11-13,"Gold",4.99,16
96167,2024-10-26,"Promotion",4.99,1
88075,2024-12-13,"Promotion",4.99,6
84747,2024-11-30,"Remove Ads",4.99,6
95567,2024-11-15,"Remove Ads",NA,13
80251,2024-12-20,"Gold",4.99,23
83094,2024-12-24,"Promotion",4.99,16
78922,2024-12-28,"Promotion",9.99,1
80761,2024-10-31,"Promotion",4.99,1
96006,2024-12-11,"Gold",4.99,21
80307,2024-12-23,"Promotion",9.99,3
87172,2024-12-25,"Promotion",4.99,1
73600,2024-11-30,"Gold",4.99,7
75385,2024-12-24,"Gold",19.99,14
85025,2024-12-26,"Promotion",4.99,1
73163,2024-11-12,"Promotion",4.99,18
73163,2024-11-21,"Gold",9.99,25
79387,2024-10-20,"Gold",9.99,9
79387,2024-11-27,"Gold",9.99,44
90756,2024-12-25,"Promotion",9.99,17
96302,2024-12-14,"Promotion",4.99,1
87237,2024-12-07,"Gold",4.99,3
96420,2024-12-16,"Gold",4.99,2
72439,2024-11-03,"Promotion",6.99,14
96157,2024-12-25,"Gold",4.99,1
84314,2024-12-20,"Gold",4.99,4
90015,2024-11-28,"Remove Ads",4.99,7
82472,2024-11-21,"Gold",4.99,3
94429,2024-10-07,"Gold",4.99,5
85898,2024-11-09,"Gold",4.99,19
85898,2024-11-13,"Gold",4.99,30
86063,2024-10-27,"Gold",9.99,11
75799,2024-12-26,"Remove Ads",4.99,40
96435,2024-10-28,"Gold",4.99,4
91445,2024-12-08,"Gold",9.99,8
96120,2024-12-19,"Promotion",4.99,4
88490,2024-12-30,"Gold",4.99,1
90760,2024-12-15,"Promotion",4.99,1
70218,2024-12-11,"Promotion",4.99,41
85768,2024-12-04,"Gold",4.99,15
93543,2024-12-07,"Promotion",9.99,2
86511,2024-12-22,"Gold",4.99,2
87586,2024-10-29,"Gold",9.99,6
90385,2024-12-04,"Remove Ads",4.99,2
87425,2024-12-02,"Promotion",4.99,3
80566,2024-12-03,"Gold",4.99,11
73879,2024-11-29,"Promotion",9.99,26
74893,2024-12-15,"Gold",4.99,5
83877,2024-10-20,"Gold",4.99,24
80329,2024-12-30,"Gold",4.99,40
78164,2024-12-03,"Promotion",4.99,6
79583,2024-10-23,"Promotion",4.99,6
83184,2024-12-02,"Promotion",4.99,1
83628,2024-11-15,"Gold",19.99,43
97259,2024-11-13,"Gold",4.99,3
90346,2024-11-27,"Remove Ads",4.99,6
90346,2024-12-04,"Promotion",4.99,8
95868,2024-12-13,"Gold",4.99,11
95868,2024-12-29,"Gold",4.99,30
81821,2024-12-19,"Promotion",9.99,11
81821,2024-12-29,"Remove Ads",4.99,16
95502,2024-12-07,"Promotion",9.99,1
92269,2024-10-26,"Promotion",9.99,7
95771,2024-12-27,"Gold",9.99,17
79770,2024-12-30,"Gold",4.99,29
93827,2024-10-22,"Promotion",9.99,7
84747,2024-12-28,"Remove Ads",4.99,10
