"user_id","activity_date","product_group","n_purchases","gold_spend"
72312,2024-11-16,"Boost",3,129
79583,2024-11-17,"Weapon",34,96596
96087,2024-11-17,"Boost",1,152
94914,2024-12-12,"Boost",3,999
74694,2024-12-12,"Weapon",1,207
72237,2024-12-12,"Boost",1,2064
95952,2024-12-21,"Weapon",1,14
88289,2024-12-21,"Boost",1,216
87389,2024-12-21,"Weapon",1,2000
72124,2024-12-21,"Boost",1,2500
75471,2024-12-21,"Weapon",2,31485
90902,2024-10-16,"Weapon",1,576
86556,2024-10-16,"Boost",4,64
73245,2024-11-12,"Weapon",1,4
90185,2024-11-12,"Weapon",2,357
72379,2024-11-12,"Weapon",1,100
70699,2024-11-12,"Boost",3,205
74407,2024-11-14,"Weapon",2,41625
95117,2024-11-14,"Weapon",1,6
86377,2024-11-14,"Weapon",3,63
89062,2024-11-14,"Weapon",1,24
81182,2024-11-14,"Weapon",1,6
75592,2024-11-14,"Weapon",2,1000
95705,2024-11-26,"Boost",1,5
83478,2024-12-05,"Weapon",1,14
80161,2024-12-05,"Weapon",1,700
87202,2024-12-05,"Boost",3,287
72703,2024-12-30,"Boost",1,84
73594,2024-12-30,"Boost",1,63
72408,2024-12-30,"Boost",1,15
72024,2024-10-29,"Weapon",1,5200
90754,2024-10-29,"Boost",1,15
96065,2024-10-29,"Weapon",2,3400
87984,2024-10-29,"Boost",1,4
87655,2024-10-01,"Gear",1,3269
90814,2024-10-01,"Weapon",2,42
97362,2024-10-01,"Boost",2,144
81718,2024-11-24,"Boost",2,20976
95943,2024-11-24,"Weapon",1,3376
73245,2024-11-24,"Weapon",1,693
78637,2024-11-24,"Weapon",1,12
96927,2024-11-24,"Weapon",10,460
88527,2024-11-24,"Boost",2,564
76167,2024-10-11,"Boost",2,72
89570,2024-10-11,"Boost",2,15
91777,2024-10-21,"Boost",1,180
94052,2024-10-21,"Boost",1,33
78981,2024-10-21,"Weapon",1,1100
80044,2024-10-21,"Weapon",2,338
83534,2024-10-21,"Boost",1,70
94403,2024-10-21,"Weapon",1,199
72521,2024-12-20,"Boost",5,252
82985,2024-12-20,"Boost",1,60
73879,2024-11-04,"Weapon",6,12285
82140,2024-11-04,"Weapon",1,20700
76638,2024-11-04,"Boost",5,1872
71776,2024-11-04,"Boost",21,13824
97422,2024-11-04,"Boost",1,45
93120,2024-11-04,"Weapon",2,58
76192,2024-11-08,"Weapon",1,126
80129,2024-11-08,"Boost",5,1917
71875,2024-11-08,"Boost",3,12
84038,2024-10-23,"Weapon",1,474
90823,2024-10-23,"Boost",1,28
69997,2024-10-23,"Gear",1,1830
81718,2024-10-30,"Weapon",11,54810
92903,2024-10-30,"Boost",7,48
82595,2024-10-30,"Boost",8,600
94904,2024-12-23,"Weapon",1,2622
89000,2024-12-23,"Boost",3,8480
79814,2024-12-23,"Weapon",1,70
79131,2024-12-23,"Weapon",1,18
92764,2024-12-29,"Weapon",2,36
84083,2024-12-29,"Boost",3,3510
92609,2024-12-29,"Weapon",1,10
94871,2024-12-29,"Boost",2,176
73273,2024-12-26,"Weapon",2,19168
97358,2024-12-26,"Boost",2,660
96157,2024-12-26,"Weapon",4,5900
77842,2024-12-26,"Weapon",1,294
88882,2024-11-20,"Boost",2,204
91073,2024-11-20,"Weapon",3,135
91026,2024-11-20,"Boost",5,245
93120,2024-12-04,"Weapon",5,2337
91381,2024-12-04,"Boost",2,882
77663,2024-12-04,"Weapon",1,510
83817,2024-10-06,"Boost",8,800
72024,2024-10-06,"Weapon",2,360
90129,2024-10-06,"Boost",1,15
94726,2024-10-06,"Weapon",5,92
90137,2024-10-06,"Weapon",1,18
91179,2024-10-14,"Boost",1,96
86949,2024-10-14,"Boost",2,126
73817,2024-10-14,"Boost",1,14
93120,2024-10-31,"Weapon",1,180
96201,2024-10-31,"Weapon",2,826
73673,2024-10-31,"Weapon",1,100
81132,2024-11-19,"Boost",1,256
77691,2024-11-19,"Boost",1,301
73895,2024-11-19,"Boost",1,210
76361,2024-11-19,"Weapon",2,290
76166,2024-11-19,"Weapon",1,216
94809,2024-12-01,"Weapon",5,10252
79448,2024-12-01,"Weapon",1,198
71713,2024-12-01,"Boost",2,64
94142,2024-12-01,"Weapon",3,108
69814,2024-12-10,"Boost",13,2945
85490,2024-11-06,"Weapon",1,378
79387,2024-11-06,"Boost",1,903
88743,2024-11-06,"Boost",4,588
80329,2024-11-22,"Weapon",1,162
84285,2024-11-10,"Boost",1,170
80190,2024-11-10,"Weapon",1,459
85819,2024-11-10,"Weapon",1,245
87537,2024-11-10,"Boost",4,5352
85755,2024-11-10,"Weapon",1,35
81114,2024-11-10,"Boost",1,6
93354,2024-11-18,"Boost",3,1548
73163,2024-11-18,"Weapon",4,85063
87680,2024-11-18,"Weapon",2,49
74983,2024-11-18,"Boost",1,1512
73614,2024-11-18,"Weapon",1,66
82472,2024-11-18,"Weapon",1,796
82519,2024-11-18,"Boost",3,60
90824,2024-10-20,"Weapon",1,13
92571,2024-10-20,"Weapon",1,44
80357,2024-10-20,"Weapon",2,24
71159,2024-10-07,"Weapon",1,54
83977,2024-12-02,"Weapon",2,60
82472,2024-12-02,"Weapon",3,456
73220,2024-12-02,"Boost",4,18
91768,2024-12-08,"Boost",1,441
75518,2024-12-08,"Weapon",2,36
94830,2024-12-27,"Boost",2,104
96501,2024-12-27,"Weapon",1,400
96394,2024-12-27,"Boost",1,25
70299,2024-10-25,"Boost",1,110
75667,2024-10-25,"Weapon",2,1261
76605,2024-10-25,"Boost",1,3706
79780,2024-10-25,"Weapon",2,117
70481,2024-10-25,"Weapon",2,2388
71799,2024-10-25,"Weapon",2,148
71628,2024-10-25,"Boost",5,495
83413,2024-11-25,"Weapon",1,153
75577,2024-11-25,"Weapon",1,2
75715,2024-11-25,"Boost",12,24
79387,2024-12-17,"Boost",4,8284
88474,2024-12-17,"Boost",1,1551
74555,2024-12-17,"Boost",2,80
92088,2024-12-24,"Weapon",2,132
78477,2024-12-24,"Boost",1,63
81878,2024-11-07,"Boost",1,144
73749,2024-11-07,"Weapon",5,212
89226,2024-11-02,"Boost",1,800
71256,2024-11-02,"Weapon",1,198
89585,2024-11-02,"Weapon",1,14
87748,2024-11-02,"Boost",3,264
72109,2024-11-02,"Weapon",2,49
77802,2024-11-28,"Weapon",4,330327
92419,2024-11-28,"Boost",1,32
84974,2024-11-30,"Weapon",1,245
70499,2024-11-30,"Weapon",3,360
77663,2024-11-30,"Weapon",3,220
84341,2024-11-30,"Weapon",2,12
70827,2024-11-30,"Weapon",1,588
91579,2024-11-30,"Boost",1,36
77691,2024-11-30,"Weapon",1,252
93736,2024-12-25,"Weapon",1,24
73667,2024-12-25,"Weapon",1,80
76422,2024-12-25,"Weapon",2,198
83020,2024-12-25,"Weapon",2,77
76667,2024-12-25,"Boost",1,60
71586,2024-10-26,"Weapon",1,1580
71739,2024-10-26,"Weapon",1,60
96374,2024-10-26,"Boost",3,3731
74022,2024-10-26,"Weapon",3,2793
85791,2024-10-26,"Boost",1,138
71330,2024-10-03,"Boost",1,220
76514,2024-11-21,"Weapon",1,4212
91901,2024-11-21,"Boost",1,72
78077,2024-11-21,"Weapon",1,10
78658,2024-11-16,"Weapon",1,198
86900,2024-11-16,"Weapon",2,306
73879,2024-11-16,"Weapon",6,85905
74259,2024-11-16,"Boost",2,105
76164,2024-11-16,"Weapon",3,1736
76515,2024-11-17,"Boost",9,630
83606,2024-11-17,"Boost",2,1984
78776,2024-11-17,"Weapon",3,126
75100,2024-11-17,"Boost",1,4
92014,2024-11-17,"Gear",1,8640
97216,2024-12-12,"Weapon",1,11940
72889,2024-12-12,"Boost",1,40
94092,2024-12-21,"Gear",10,63588
94624,2024-12-21,"Boost",1,14
85285,2024-11-12,"Weapon",3,70
76925,2024-11-12,"Boost",1,500
84357,2024-11-14,"Weapon",1,833
96359,2024-11-14,"Weapon",1,588
77802,2024-11-26,"Weapon",5,69984
82282,2024-11-26,"Weapon",2,350
85305,2024-11-26,"Weapon",3,5100
78612,2024-10-19,"Weapon",1,66
80251,2024-10-19,"Boost",12,23583
91134,2024-10-19,"Weapon",2,28
90921,2024-10-19,"Boost",1,434
83628,2024-10-09,"Weapon",17,205968
90793,2024-10-09,"Weapon",1,10
75284,2024-10-09,"Boost",2,54
93465,2024-12-05,"Weapon",3,652059
70263,2024-12-05,"Weapon",3,1800
91445,2024-12-30,"Weapon",1,300
88110,2024-12-30,"Weapon",1,24
71024,2024-12-30,"Boost",2,40
90676,2024-12-30,"Weapon",3,11
94337,2024-12-30,"Boost",1,92
91427,2024-10-27,"Boost",1,90
93722,2024-10-27,"Weapon",2,496
74576,2024-10-27,"Weapon",1,294
83715,2024-10-27,"Weapon",1,112
83776,2024-10-29,"Weapon",3,731
95538,2024-10-29,"Boost",1,28
90416,2024-10-29,"Boost",1,2000
73847,2024-10-01,"Boost",1,294
77917,2024-11-24,"Weapon",1,198
84891,2024-11-24,"Boost",1,24
75009,2024-11-24,"Weapon",1,180
76852,2024-11-24,"Boost",1,90
96617,2024-11-24,"Boost",1,50
78230,2024-10-11,"Boost",2,45
80053,2024-10-21,"Weapon",1,4700
96690,2024-10-21,"Boost",7,7843
85244,2024-10-21,"Boost",1,7249
78377,2024-10-21,"Boost",1,99
84442,2024-12-20,"Boost",1,8
77802,2024-12-20,"Weapon",1,32945
89553,2024-12-20,"Weapon",2,144
92816,2024-12-20,"Weapon",1,18
74961,2024-12-20,"Boost",3,6
79408,2024-12-20,"Weapon",1,18
97216,2024-11-08,"Boost",1,13000
82222,2024-11-08,"Boost",1,294
75872,2024-10-23,"Boost",1,2772
91592,2024-10-23,"Weapon",2,105
73390,2024-10-23,"Boost",3,408
77015,2024-12-23,"Weapon",1,60
73516,2024-12-29,"Boost",3,344
71650,2024-12-29,"Boost",3,222
81707,2024-12-29,"Weapon",3,594
76995,2024-10-30,"Weapon",5,990
80578,2024-10-30,"Weapon",1,234
92958,2024-10-30,"Weapon",1,58
69928,2024-10-30,"Boost",1,24
79119,2024-10-30,"Boost",1,45
91697,2024-10-30,"Boost",1,96
86939,2024-12-13,"Weapon",1,234
77040,2024-12-13,"Weapon",1,24
94548,2024-12-13,"Weapon",1,77
77850,2024-12-13,"Boost",1,16
84234,2024-12-26,"Boost",4,344
91381,2024-12-26,"Weapon",1,72
91651,2024-12-26,"Boost",2,48
88147,2024-12-26,"Weapon",2,345
71690,2024-12-26,"Boost",1,55
80307,2024-12-26,"Weapon",1,80
91488,2024-11-20,"Boost",6,384
78052,2024-11-20,"Gear",1,7020
85549,2024-11-20,"Weapon",1,414
76848,2024-11-20,"Weapon",1,1196
95744,2024-11-20,"Weapon",2,392
75574,2024-12-04,"Weapon",2,468
83738,2024-12-04,"Boost",1,100
88629,2024-10-06,"Boost",3,60
91044,2024-10-14,"Boost",1,60
74599,2024-10-14,"Weapon",1,348
79978,2024-10-31,"Weapon",1,24
76803,2024-10-31,"Boost",2,25
97311,2024-11-19,"Boost",1,352
80329,2024-11-19,"Boost",5,504
88712,2024-11-19,"Weapon",1,60
76856,2024-12-01,"Boost",2,154
88497,2024-12-01,"Boost",1,54
86551,2024-12-10,"Boost",1,429
93392,2024-12-10,"Boost",2,150
87480,2024-12-10,"Boost",1,70
70843,2024-12-10,"Weapon",1,900
87564,2024-11-06,"Weapon",1,1960
94188,2024-11-06,"Boost",1,2133
72836,2024-11-06,"Weapon",1,22
85345,2024-11-06,"Weapon",1,1100
93760,2024-11-06,"Boost",2,13
84175,2024-11-10,"Weapon",2,168
93829,2024-11-10,"Weapon",1,735
89049,2024-11-10,"Weapon",3,231
80876,2024-11-10,"Weapon",5,2163
87891,2024-11-10,"Weapon",13,6798
73480,2024-11-10,"Boost",1,84
81049,2024-11-10,"Weapon",3,55
84454,2024-11-18,"Boost",2,204
74806,2024-11-18,"Weapon",1,72
73888,2024-10-20,"Boost",2,56
69466,2024-10-20,"Weapon",3,36
78237,2024-10-07,"Weapon",2,210
74926,2024-10-07,"Weapon",2,72
87246,2024-10-07,"Boost",7,385
93355,2024-10-02,"Weapon",1,900
97309,2024-12-02,"Weapon",2,36
77740,2024-12-02,"Weapon",1,2300
70555,2024-12-02,"Weapon",1,12
81882,2024-12-02,"Weapon",1,20350
85388,2024-12-02,"Boost",3,136
89935,2024-12-02,"Boost",1,44
69641,2024-12-08,"Weapon",1,500
91366,2024-12-08,"Weapon",1,24
75860,2024-12-08,"Weapon",1,6
79732,2024-12-08,"Boost",1,21
69504,2024-12-08,"Weapon",1,396
75799,2024-12-27,"Weapon",2,9720
72521,2024-12-27,"Weapon",1,108
78311,2024-12-27,"Weapon",1,20
75666,2024-12-27,"Weapon",1,441
80946,2024-12-27,"Boost",1,105
95682,2024-12-27,"Boost",2,24
81586,2024-10-25,"Weapon",1,21
85936,2024-11-25,"Weapon",1,3980
75954,2024-11-25,"Boost",1,11
69433,2024-11-25,"Boost",1,65
74160,2024-12-17,"Gear",1,15264
79732,2024-12-17,"Boost",1,1540
80316,2024-12-17,"Weapon",2,36
72091,2024-12-17,"Weapon",1,6
72054,2024-12-24,"Boost",5,928
80361,2024-12-24,"Weapon",1,500
94267,2024-11-07,"Weapon",1,112
81718,2024-11-11,"Weapon",3,3723
81467,2024-11-11,"Weapon",1,1700
80566,2024-11-11,"Boost",1,16000
82282,2024-11-02,"Weapon",4,6372
80788,2024-11-02,"Boost",2,588
96496,2024-11-02,"Boost",1,280
79119,2024-11-02,"Boost",2,172
91678,2024-11-28,"Weapon",3,130
97493,2024-11-28,"Weapon",2,1120
91235,2024-11-30,"Weapon",1,1584
86262,2024-11-30,"Weapon",2,420
84454,2024-11-30,"Weapon",2,39
96027,2024-12-25,"Boost",1,105
75020,2024-12-25,"Weapon",1,54
82164,2024-10-03,"Boost",5,1386
96009,2024-11-21,"Boost",14,22202
73163,2024-11-21,"Boost",2,9044
78565,2024-11-21,"Boost",1,90
94162,2024-11-16,"Weapon",1,2376
87564,2024-11-16,"Weapon",1,1274
89668,2024-11-16,"Weapon",1,234
79302,2024-11-16,"Weapon",2,153
72830,2024-11-16,"Weapon",2,7184
86193,2024-11-16,"Weapon",1,12
94240,2024-11-16,"Weapon",3,50
94344,2024-11-17,"Weapon",3,55
84333,2024-11-17,"Boost",1,6800
72962,2024-11-17,"Boost",4,360
72946,2024-12-12,"Weapon",1,1200
70619,2024-12-12,"Weapon",1,68
75799,2024-12-12,"Weapon",3,5478
75799,2024-12-21,"Weapon",4,5882
90603,2024-12-21,"Weapon",1,490
96258,2024-12-21,"Weapon",1,891
79418,2024-12-21,"Boost",1,65
83430,2024-10-16,"Weapon",2,894
80566,2024-11-12,"Boost",1,23000
81838,2024-11-12,"Boost",1,90
94476,2024-11-12,"Boost",2,27
95000,2024-11-12,"Weapon",1,147
72884,2024-11-14,"Weapon",2,72
72015,2024-11-14,"Boost",1,48
96001,2024-11-14,"Weapon",1,10
88868,2024-11-26,"Weapon",27,2128
72447,2024-10-19,"Boost",1,14
76922,2024-10-19,"Weapon",4,2793
82970,2024-10-09,"Gear",1,5925
87473,2024-10-17,"Boost",1,46
75177,2024-10-17,"Boost",2,5320
72963,2024-10-17,"Boost",4,250
71704,2024-10-17,"Boost",1,28
70604,2024-10-17,"Boost",1,337
83337,2024-12-14,"Weapon",1,594
75799,2024-12-14,"Weapon",5,9730
87007,2024-12-14,"Boost",1,20
75915,2024-11-27,"Weapon",5,30
95621,2024-11-27,"Boost",3,18
80485,2024-12-07,"Boost",1,50
69744,2024-12-07,"Weapon",6,77
88915,2024-12-07,"Boost",1,14
72118,2024-12-05,"Weapon",2,232
70768,2024-12-05,"Boost",1,763
78869,2024-12-05,"Boost",3,116
71485,2024-12-30,"Weapon",3,424
80383,2024-12-30,"Weapon",2,72
81381,2024-12-30,"Weapon",1,2786
79069,2024-12-30,"Weapon",1,104
96009,2024-12-30,"Weapon",1,894
96976,2024-12-30,"Boost",1,56
85617,2024-10-27,"Boost",2,80
71222,2024-10-27,"Weapon",2,1800
77787,2024-10-27,"Boost",3,490
92690,2024-10-27,"Weapon",1,1343
72281,2024-10-27,"Weapon",11,12100
71959,2024-10-27,"Weapon",1,36
94063,2024-10-27,"Weapon",1,24
93359,2024-10-29,"Boost",2,1215
75167,2024-10-29,"Boost",3,266
89366,2024-10-29,"Weapon",1,90
72189,2024-10-01,"Boost",1,32
78237,2024-10-01,"Weapon",4,310
76170,2024-10-01,"Weapon",1,5
72024,2024-11-24,"Weapon",2,651
97277,2024-11-24,"Boost",1,75
88793,2024-11-24,"Weapon",2,66
85634,2024-10-11,"Weapon",4,1212
84478,2024-10-11,"Weapon",1,20
77064,2024-10-11,"Boost",3,765
92589,2024-12-20,"Boost",1,112
83332,2024-12-20,"Weapon",1,147
71739,2024-11-04,"Boost",1,48
87758,2024-11-08,"Weapon",2,42
82226,2024-11-08,"Weapon",2,42
78320,2024-11-08,"Weapon",1,270
71239,2024-10-23,"Boost",1,80
89698,2024-10-23,"Boost",2,232
80838,2024-10-23,"Boost",1,7
96278,2024-10-30,"Weapon",1,816
92375,2024-10-30,"Weapon",1,54
82157,2024-10-30,"Weapon",1,198
77163,2024-10-30,"Boost",1,66
92649,2024-12-13,"Weapon",1,108
91325,2024-12-13,"Weapon",6,11880
95623,2024-12-13,"Weapon",5,1500
91073,2024-12-13,"Weapon",21,32412
93152,2024-12-23,"Boost",1,320
92030,2024-12-23,"Weapon",2,288
91526,2024-12-23,"Boost",1,40
81479,2024-12-23,"Boost",1,4
85750,2024-12-29,"Weapon",3,60
91491,2024-12-26,"Boost",1,1199
95876,2024-12-26,"Weapon",1,56
75089,2024-12-26,"Weapon",1,1100
74431,2024-12-26,"Boost",1,420
86811,2024-12-26,"Boost",1,40
71147,2024-12-26,"Weapon",2,216
79583,2024-11-20,"Boost",6,31720
79793,2024-11-20,"Boost",3,580
74326,2024-11-20,"Boost",4,154
94172,2024-11-20,"Boost",1,78
85460,2024-12-04,"Weapon",2,140
90467,2024-12-04,"Weapon",1,2000
82370,2024-12-04,"Weapon",6,3495
94064,2024-12-04,"Boost",1,30
73881,2024-10-06,"Weapon",1,252
82872,2024-10-06,"Boost",1,544
81160,2024-10-06,"Weapon",2,144
79066,2024-10-06,"Weapon",1,10
69370,2024-10-14,"Weapon",1,196
92304,2024-10-14,"Weapon",7,630
77918,2024-10-14,"Weapon",2,180
93367,2024-10-31,"Weapon",1,784
70583,2024-10-31,"Weapon",1,1800
83628,2024-10-31,"Weapon",2,3584
94209,2024-11-19,"Boost",30,630
85490,2024-11-19,"Weapon",3,2070
84077,2024-11-19,"Boost",2,24
83368,2024-12-01,"Boost",1,24
92026,2024-12-01,"Weapon",1,60
77917,2024-12-10,"Weapon",1,255
88289,2024-12-10,"Weapon",1,624
69523,2024-11-06,"Weapon",2,16
71304,2024-11-06,"Weapon",1,441
71089,2024-11-06,"Weapon",2,36
82965,2024-11-22,"Weapon",5,1152
73469,2024-11-22,"Weapon",1,594
94812,2024-11-22,"Weapon",1,2786
88882,2024-11-22,"Boost",2,133
75089,2024-11-22,"Boost",2,285
73009,2024-11-22,"Weapon",1,12
95729,2024-11-10,"Weapon",2,1080
93802,2024-11-10,"Boost",1,900
89755,2024-11-10,"Boost",2,20
96134,2024-11-18,"Weapon",1,637
94790,2024-11-18,"Weapon",1,4050
84454,2024-11-18,"Weapon",2,120
78052,2024-11-18,"Weapon",1,143
90969,2024-11-18,"Boost",1,12
87193,2024-11-18,"Weapon",1,16
81999,2024-10-20,"Weapon",1,4776
79903,2024-10-20,"Boost",1,135
85244,2024-10-20,"Weapon",3,2700
73698,2024-10-20,"Boost",1,7
80870,2024-10-07,"Gear",1,5490
72713,2024-10-07,"Boost",6,532
78390,2024-10-07,"Weapon",2,400
83013,2024-10-07,"Boost",2,41
87477,2024-10-02,"Weapon",1,539
89845,2024-10-02,"Boost",10,642
93238,2024-12-02,"Weapon",1,16
74566,2024-12-02,"Weapon",1,522
74123,2024-12-02,"Boost",1,160
79044,2024-12-02,"Gear",1,10680
93492,2024-12-08,"Weapon",1,96
86057,2024-12-08,"Weapon",1,500
87237,2024-12-08,"Weapon",1,99
95256,2024-12-27,"Weapon",1,4577
90399,2024-12-27,"Weapon",2,196365
86441,2024-12-27,"Weapon",2,72
78891,2024-12-27,"Weapon",1,2
83536,2024-11-25,"Boost",9,505
89793,2024-11-25,"Boost",5,3030
82896,2024-11-25,"Boost",3,252
78767,2024-12-17,"Weapon",1,2
89521,2024-12-24,"Weapon",1,288
82619,2024-12-24,"Boost",1,245
87751,2024-12-24,"Boost",1,16
72181,2024-12-24,"Boost",1,1170
91850,2024-11-07,"Boost",1,21
87550,2024-11-07,"Weapon",1,686
75877,2024-11-07,"Boost",2,63
96918,2024-11-11,"Boost",5,390
94482,2024-11-11,"Boost",1,180
73874,2024-11-11,"Boost",1,500
93446,2024-11-02,"Weapon",1,1900
76775,2024-11-28,"Boost",1,4500
80894,2024-11-28,"Weapon",1,52
93509,2024-11-28,"Boost",3,14
69870,2024-11-28,"Weapon",1,2189
90185,2024-11-28,"Weapon",2,376
77128,2024-11-28,"Weapon",1,33
83033,2024-11-30,"Weapon",7,3995
72655,2024-11-30,"Boost",2,84
92934,2024-11-30,"Weapon",1,85
95269,2024-11-30,"Boost",1,2000
81194,2024-12-25,"Weapon",1,6
85080,2024-10-26,"Weapon",2,1710
71885,2024-10-26,"Boost",4,153
71247,2024-10-03,"Boost",4,465
71404,2024-11-21,"Weapon",21,235690
96554,2024-11-21,"Weapon",1,10
73291,2024-11-21,"Boost",1,20
82672,2024-11-16,"Weapon",1,700
75667,2024-11-16,"Weapon",2,203
95964,2024-11-16,"Boost",1,180
71648,2024-11-16,"Weapon",1,297
91975,2024-11-17,"Boost",1,9
72830,2024-11-17,"Weapon",2,8082
94809,2024-12-21,"Weapon",1,116
77096,2024-12-21,"Boost",1,35
80406,2024-10-16,"Weapon",2,318
95296,2024-10-16,"Weapon",1,441
76458,2024-10-16,"Weapon",1,102
90343,2024-10-16,"Boost",1,70
93790,2024-10-16,"Weapon",1,147
71875,2024-11-12,"Weapon",1,55
82261,2024-11-12,"Boost",5,450
76918,2024-11-14,"Weapon",1,406
84983,2024-11-14,"Boost",2,42
77865,2024-11-14,"Weapon",1,14
86262,2024-11-26,"Boost",5,3960
71387,2024-10-19,"Boost",1,13
70063,2024-10-09,"Weapon",1,14
80044,2024-10-17,"Weapon",5,870
82015,2024-10-17,"Boost",2,130
91685,2024-10-17,"Boost",1,60
77470,2024-10-17,"Boost",1,75
86939,2024-12-14,"Weapon",1,185
94812,2024-11-27,"Weapon",1,931
95310,2024-11-27,"Boost",1,154
96905,2024-11-27,"Boost",4,21
82801,2024-11-27,"Boost",1,3000
87899,2024-11-27,"Weapon",1,36
72306,2024-11-27,"Weapon",1,36
97480,2024-12-07,"Boost",2,40
81856,2024-10-17,"Weapon",1,30
97424,2024-10-17,"Boost",3,80
94914,2024-12-14,"Boost",1,12
89918,2024-11-27,"Weapon",7,4536
83405,2024-11-27,"Weapon",3,162
83410,2024-11-27,"Weapon",1,126
77036,2024-12-07,"Boost",2,240
94002,2024-12-16,"Weapon",2,30
81834,2024-12-16,"Weapon",1,700
88284,2024-10-12,"Weapon",1,36
72885,2024-10-12,"Weapon",6,9000
95971,2024-10-12,"Weapon",3,64
90531,2024-12-03,"Weapon",8,3690
97290,2024-12-03,"Weapon",1,2000
76157,2024-12-03,"Weapon",1,108
72109,2024-11-15,"Weapon",1,77
72340,2024-11-15,"Weapon",2,551
78662,2024-12-31,"Boost",5,1221
76837,2024-12-31,"Weapon",1,588
71469,2024-12-31,"Boost",5,960
75622,2024-12-31,"Boost",1,24
96157,2024-12-18,"Weapon",1,2200
95720,2024-12-18,"Weapon",1,80
84553,2024-12-18,"Boost",4,205
93868,2024-12-18,"Weapon",6,1395
84314,2024-12-18,"Boost",1,473
89603,2024-12-18,"Weapon",1,98
72244,2024-12-18,"Boost",1,35
85961,2024-10-22,"Weapon",3,11
78230,2024-10-22,"Boost",1,7
74821,2024-10-22,"Weapon",2,72
71050,2024-10-24,"Weapon",1,10
74234,2024-10-24,"Weapon",1,20
73454,2024-10-24,"Boost",2,30
72282,2024-12-19,"Boost",1,1032
71988,2024-12-19,"Boost",1,8
70931,2024-12-19,"Boost",2,105
75550,2024-12-19,"Weapon",1,24
84634,2024-12-19,"Weapon",2,102
75858,2024-12-19,"Boost",1,12
92375,2024-10-15,"Weapon",1,187
90907,2024-10-15,"Boost",1,121
94914,2024-12-11,"Boost",1,44
82477,2024-12-11,"Boost",1,763
96420,2024-12-11,"Weapon",4,6394
92661,2024-12-11,"Weapon",1,392
72248,2024-12-11,"Boost",1,2193
85490,2024-12-11,"Weapon",5,2160
85273,2024-12-11,"Boost",1,387
83777,2024-10-04,"Boost",2,24
94127,2024-10-04,"Boost",1,5
96144,2024-10-04,"Weapon",1,24
75643,2024-10-04,"Weapon",4,84
72885,2024-10-04,"Boost",2,69
88217,2024-10-04,"Boost",1,14
78697,2024-10-04,"Boost",1,90
69409,2024-11-29,"Weapon",1,24
75471,2024-11-29,"Weapon",11,58047
75115,2024-10-08,"Boost",1,30
78501,2024-10-08,"Weapon",5,112
81718,2024-10-08,"Weapon",5,14535
89485,2024-10-08,"Boost",2,144
89227,2024-10-13,"Weapon",1,105
85919,2024-12-22,"Boost",1,55
89000,2024-12-22,"Weapon",1,245
94894,2024-12-22,"Boost",3,680
83231,2024-12-22,"Boost",1,24
81821,2024-12-22,"Weapon",3,1281
70080,2024-12-22,"Weapon",1,196
84955,2024-11-09,"Boost",1,6000
92758,2024-11-09,"Weapon",2,126
78662,2024-11-01,"Boost",2,300
88356,2024-12-15,"Weapon",1,495
92783,2024-12-15,"Weapon",1,4
92333,2024-11-23,"Weapon",1,60
93387,2024-11-23,"Boost",1,10
83731,2024-12-06,"Weapon",1,24
75890,2024-12-06,"Boost",1,91
71147,2024-12-06,"Weapon",1,588
85244,2024-10-28,"Weapon",6,13480
89814,2024-10-28,"Weapon",2,72
78516,2024-11-13,"Boost",2,912
84775,2024-11-13,"Weapon",1,522
88288,2024-11-13,"Weapon",1,396
96293,2024-11-13,"Weapon",1,500
72773,2024-11-13,"Boost",1,45
96496,2024-10-05,"Weapon",2,130
81257,2024-12-28,"Weapon",1,702
78640,2024-12-28,"Weapon",8,4495
93804,2024-12-28,"Boost",1,414
82177,2024-12-28,"Boost",1,9
79668,2024-10-18,"Boost",1,168
78355,2024-10-18,"Boost",1,12
95200,2024-10-18,"Weapon",1,20
90466,2024-10-18,"Boost",4,123
89779,2024-12-09,"Boost",1,195
77802,2024-12-09,"Weapon",5,52275
73319,2024-12-09,"Weapon",2,3000
88364,2024-12-09,"Boost",1,14
80372,2024-12-16,"Weapon",1,148
72879,2024-12-16,"Boost",1,1188
76338,2024-12-16,"Boost",3,2296
90185,2024-10-10,"Weapon",2,180
81226,2024-10-10,"Weapon",1,10
95443,2024-10-10,"Boost",1,104
84944,2024-10-12,"Weapon",1,3600
84948,2024-10-12,"Weapon",1,2300
92053,2024-10-12,"Weapon",2,12
84892,2024-10-12,"Boost",1,90
90836,2024-10-12,"Boost",1,10
83114,2024-12-03,"Weapon",4,1060
92758,2024-12-03,"Weapon",1,140
73468,2024-12-03,"Boost",1,30
78052,2024-11-15,"Boost",3,4488
78765,2024-11-15,"Weapon",1,1173
92253,2024-11-15,"Weapon",1,500
72248,2024-12-31,"Boost",19,143589
81573,2024-12-31,"Boost",1,2580
83253,2024-12-31,"Boost",7,250
78115,2024-12-31,"Weapon",1,128
85248,2024-10-24,"Weapon",3,3240
69797,2024-10-24,"Weapon",4,16000
88284,2024-10-24,"Weapon",1,108
85898,2024-10-24,"Boost",1,133
84775,2024-11-05,"Weapon",1,374
81926,2024-11-05,"Boost",3,609
